01-09-26,683564,777302,93738,13.52
02-09-26,683564,775112,91548,13.23
03-09-26,683564,773153,89589,13.01
04-09-26,683564,773709,90145,13.19
05-09-26,685564,774853,89289,13.02
06-09-26,685564,774853,89289,13.02
07-09-26,685564,774853,89289,13.02
